date,time,dt0,enddate,endtime,angle,width,speed,speedsigma,min_speed,max_speed,type,quality
2012/11/08,03:24:08.037,1,2012/11/08,05:00:09.772,169,8,690,32,672,752,CME,1
2012/11/08,04:00:07.113,1,2012/11/08,05:48:06.439,186,6,1102,732,239,1785,CME,1
2012/11/08,11:12:06.620,4,2012/11/08,14:48:06.574,144,360,679,177,352,1059,CME,1
2012/11/08,11:12:06.620,1,2012/11/08,12:12:06.679,285,16,378,7,369,393,CME,1
2012/11/08,12:48:06.455,3,2012/11/08,13:25:50.629,62,30,137,2,133,141,CME,1
2012/11/08,13:25:50.629,2,2012/11/08,17:48:06.603,164,26,758,134,502,991,CME,1
2012/11/08,16:48:07.992,2,2012/11/08,19:00:07.302,84,66,244,106,137,518,CME,1
2012/11/08,18:36:06.619,1,2012/11/08,20:00:08.762,63,24,233,66,137,274,CME,1
2012/11/08,18:48:07.810,2,2012/11/08,21:28:13.602,238,46,351,47,243,419,CME,1
2012/11/09,00:12:06.691,0,2012/11/09,03:24:06.860,125,16,529,23,499,563,CME,1
2012/11/09,00:24:06.683,3,2012/11/09,03:24:06.860,129,24,589,24,568,646,CME,1
2012/11/09,07:24:13.498,4,2012/11/09,08:48:34.741,342,22,255,8,239,269,CME,1
2012/11/09,15:24:08.073,2,2012/11/09,17:48:06.476,195,200,405,48,312,504,CME,1
2012/11/09,15:36:06.665,1,2012/11/09,17:48:06.476,259,32,247,41,199,323,CME,1
2012/11/10,00:24:06.489,0,2012/11/10,00:24:06.489,124,10,140,0,139,141,CME,1
2012/11/10,01:48:07.932,1,2012/11/10,04:12:06.834,132,6,317,11,307,337,CME,1
2012/11/10,05:12:07.094,1,2012/11/10,07:48:07.089,200,106,679,78,504,811,CME,1
2012/11/10,14:12:06.929,4,2012/11/10,18:48:06.442,242,98,419,95,191,563,CME,1
2012/11/11,01:36:26.265,4,2012/11/11,06:00:06.586,238,122,534,128,209,801,CME,1
2012/11/11,01:36:26.265,1,2012/11/11,04:00:06.468,194,10,340,31,336,398,CME,1
2012/11/11,03:12:09.700,1,2012/11/11,06:00:06.586,231,16,398,13,374,413,CME,1
2012/11/11,04:00:06.468,1,2012/11/11,05:48:09.294,47,8,572,78,469,686,CME,1
2012/11/11,04:12:06.960,1,2012/11/11,05:48:09.294,356,6,1177,554,419,1644,CME,1
2012/11/11,04:12:06.960,0,2012/11/11,05:48:09.294,126,6,1562,346,976,1838,CME,1
2012/11/11,04:12:06.960,1,2012/11/11,06:00:06.586,83,16,309,827,172,1736,CME,1
2012/11/11,04:24:07.351,0,2012/11/11,05:48:09.294,169,8,1736,161,1453,1785,CME,1
2012/11/11,23:24:06.887,0,2012/11/12,01:36:25.989,285,28,308,80,234,422,CME,1
2012/11/13,01:19:21.802,2,2012/11/13,04:00:06.498,124,66,786,414,230,1785,CME,1
2012/11/13,01:28:35.296,2,2012/11/13,02:48:06.745,252,46,383,65,246,411,CME,1
2012/11/13,03:12:11.529,1,2012/11/13,04:24:07.081,64,10,419,31,413,488,CME,1
2012/11/13,06:12:06.410,1,2012/11/13,07:00:07.378,126,54,694,77,558,868,CME,1
2012/11/13,06:24:06.401,1,2012/11/13,06:48:37.485,138,26,830,408,411,1689,CME,1
2012/11/13,18:00:06.432,1,2012/11/13,19:00:06.491,152,10,793,124,631,976,CME,1
2012/11/13,20:40:51.123,1,2012/11/13,23:36:06.604,109,48,383,124,280,651,CME,1
2012/11/14,00:00:06.588,7,2012/11/14,07:00:06.603,242,54,231,76,137,411,CME,1
2012/11/14,03:36:06.445,1,2012/11/14,05:12:06.577,155,16,744,81,563,833,CME,1
2012/11/14,04:36:06.500,1,2012/11/14,06:36:07.619,115,52,443,66,314,573,CME,1
2012/11/14,04:36:06.500,1,2012/11/14,06:48:06.511,136,10,551,60,419,578,CME,1
2012/11/14,13:36:26.534,5,2012/11/14,17:36:06.471,70,90,332,81,136,416,CME,1
2012/11/14,22:36:06.468,1,2012/11/15,00:24:06.794,163,16,694,7,679,694,CME,1
2012/11/15,05:36:08.283,1,2012/11/15,07:12:06.518,36,6,442,764,209,1952,CME,1
2012/11/15,07:48:08.194,1,2012/11/15,10:12:07.296,142,46,606,243,362,1453,CME,1
2012/11/15,14:12:06.833,1,2012/11/15,14:36:06.517,158,18,406,25,359,425,CME,1
2012/11/15,14:36:06.517,1,2012/11/15,17:00:06.419,125,32,606,172,286,744,CME,1
2012/11/15,20:12:06.789,1,2012/11/15,23:12:15.367,167,12,398,40,388,469,CME,1
2012/11/15,23:24:07.061,1,2012/11/16,00:48:07.202,243,12,140,0,139,141,CME,1
2012/11/16,00:48:07.202,2,2012/11/16,02:48:06.621,122,118,612,102,393,726,CME,1
2012/11/16,07:36:06.625,4,2012/11/16,10:48:06.495,65,152,488,157,260,961,CME,1
2012/11/16,11:00:07.187,6,2012/11/16,12:12:06.838,117,132,422,199,106,822,CME,1
2012/11/16,12:12:06.838,0,2012/11/16,12:24:06.930,164,6,363,363,164,1059,CME,1
2012/11/16,13:36:31.181,2,2012/11/16,14:48:06.432,158,14,428,14,400,434,CME,1
2012/11/16,13:36:31.181,1,2012/11/16,16:00:06.483,353,8,292,37,228,306,CME,1
2012/11/16,14:24:08.348,2,2012/11/16,17:24:06.427,14,10,141,23,139,192,CME,1
2012/11/16,16:12:06.476,2,2012/11/16,18:48:07.872,67,40,408,137,125,466,CME,1
2012/11/17,04:36:07.670,0,2012/11/17,07:12:08.264,356,10,212,11,196,231,CME,1
2012/11/17,06:36:07.489,2,2012/11/17,08:24:07.216,78,22,442,102,403,694,CME,1
2012/11/17,07:12:08.264,0,2012/11/17,08:36:06.607,69,8,197,222,139,657,CME,1
2012/11/17,18:36:08.200,1,2012/11/17,20:48:06.510,200,26,395,38,301,452,CME,1
2012/11/18,16:24:06.413,1,2012/11/18,19:00:06.507,184,14,173,66,136,327,CME,1
2012/11/18,20:12:06.658,7,2012/11/19,02:48:06.490,129,120,416,46,260,504,CME,1
2012/11/19,04:36:06.517,2,2012/11/19,06:12:06.452,104,18,404,49,314,462,CME,1
2012/11/19,08:12:06.470,0,2012/11/19,10:24:06.480,262,14,548,100,398,752,CME,1
2012/11/20,11:24:06.462,1,2012/11/20,14:12:06.449,273,12,475,52,404,547,CME,1
2012/11/20,11:48:06.546,3,2012/11/20,14:48:07.625,303,196,483,199,243,1035,CME,1
2012/11/20,13:25:53.380,2,2012/11/20,16:12:06.473,68,18,299,31,252,358,CME,1
2012/11/20,22:10:23.625,1,2012/11/21,01:24:30.792,274,54,594,192,336,1003,CME,1
2012/11/21,00:24:41.434,2,2012/11/21,03:39:22.001,69,24,213,58,104,277,CME,1
2012/11/21,00:24:41.434,0,2012/11/21,04:24:08.473,68,10,112,0,111,112,CME,1
2012/11/21,00:39:45.224,2,2012/11/21,03:39:22.001,42,14,253,81,110,338,CME,1
2012/11/21,04:09:12.230,1,2012/11/21,06:23:28.890,276,58,739,220,411,1396,CME,1
2012/11/21,06:08:33.700,1,2012/11/21,07:23:10.849,89,12,286,56,177,337,CME,1
2012/11/21,08:37:48.599,2,2012/11/21,10:37:16.717,69,96,347,61,200,482,CME,1
2012/11/21,10:07:22.338,2,2012/11/21,12:21:54.146,276,62,532,160,189,841,CME,1
2012/11/21,16:12:06.435,1,2012/11/21,18:24:06.545,94,174,553,95,332,776,CME,1
2012/11/21,16:36:06.519,1,2012/11/21,18:36:06.537,42,6,278,6,271,284,CME,1
2012/11/21,17:48:06.469,1,2012/11/21,20:12:07.972,275,40,419,4,411,425,CME,1
2012/11/21,17:48:06.469,2,2012/11/21,21:12:09.631,302,62,341,52,205,459,CME,1
2012/11/22,00:48:09.985,1,2012/11/22,02:48:06.604,310,30,625,231,403,1202,CME,1
2012/11/22,01:48:08.044,2,2012/11/22,04:48:06.422,279,36,306,163,137,644,CME,1
2012/11/22,01:48:08.044,3,2012/11/22,02:24:06.620,14,42,141,2,137,144,CME,1
2012/11/22,08:12:06.583,3,2012/11/22,11:24:07.054,1,32,353,36,289,408,CME,1
2012/11/22,09:24:06.535,2,2012/11/22,12:48:08.996,80,122,419,70,285,578,CME,1
2012/11/22,19:48:06.512,1,2012/11/22,19:48:06.512,128,6,139,0,138,140,CME,1
2012/11/23,03:12:38.211,2,2012/11/23,05:48:06.805,22,10,320,31,286,381,CME,1
2012/11/23,04:17:43.966,0,2012/11/23,06:24:07.580,65,8,396,52,324,471,CME,1
2012/11/23,08:12:06.907,3,2012/11/23,12:00:06.453,247,84,271,69,200,437,CME,1
2012/11/23,11:12:06.485,2,2012/11/23,14:12:38.863,70,118,312,28,255,376,CME,1
2012/11/23,13:25:51.594,3,2012/11/23,16:00:07.290,138,146,514,72,330,657,CME,1
2012/11/23,23:36:06.481,2,2012/11/24,00:48:06.432,319,224,710,301,385,1329,CME,1
2012/11/23,23:48:06.473,2,2012/11/24,00:48:06.432,22,26,416,53,339,499,CME,1
2012/11/25,02:36:06.483,1,2012/11/25,05:24:06.472,283,12,413,3,413,419,CME,1
2012/11/25,18:36:06.748,1,2012/11/25,18:36:06.748,24,22,136,2,132,140,CME,1
2012/11/25,23:12:14.362,1,2012/11/26,01:36:26.164,299,12,139,2,137,143,CME,1
2012/11/26,05:00:08.026,1,2012/11/26,06:36:06.461,207,24,137,18,105,168,CME,1
2012/11/26,08:00:06.705,0,2012/11/26,08:24:06.588,279,8,137,0,136,138,CME,1
2012/11/26,14:48:06.728,0,2012/11/26,16:18:15.866,280,10,581,88,422,625,CME,1
2012/11/26,18:24:06.481,3,2012/11/26,21:17:33.764,124,118,373,915,138,1958,CME,1
2012/11/26,19:24:38.141,1,2012/11/26,22:36:06.510,332,26,337,22,290,369,CME,1
2012/11/27,02:48:06.540,3,2012/11/27,06:00:06.709,55,172,548,180,222,919,CME,1
2012/11/27,04:24:07.078,0,2012/11/27,04:48:06.558,56,6,271,8,259,284,CME,1
2012/11/27,08:00:07.927,6,2012/11/27,10:00:07.150,225,156,440,971,135,2016,CME,1
2012/11/27,08:00:07.927,1,2012/11/27,08:00:07.927,189,32,138,0,137,139,CME,1
2012/11/27,15:48:06.911,2,2012/11/27,18:00:06.422,156,54,702,73,534,856,CME,1
2012/11/27,22:00:06.959,2,2012/11/28,01:48:06.704,26,82,408,121,339,710,CME,1
2012/11/28,10:24:09.155,0,2012/11/28,11:48:06.722,253,12,1275,131,1179,1524,CME,1
2012/11/28,20:24:07.148,2,2012/11/28,23:48:09.210,271,36,251,40,169,312,CME,1
2012/11/28,22:36:06.458,0,2012/11/28,23:24:08.226,274,6,431,18,408,459,CME,1
2012/11/29,18:24:07.853,2,2012/11/29,21:48:08.737,166,38,566,94,411,729,CME,1
2012/11/30,10:24:07.424,1,2012/11/30,12:12:06.951,86,10,368,73,227,413,CME,1
2012/12/02,10:36:06.764,2,2012/12/02,12:48:06.775,314,94,347,49,241,431,CME,1
2012/12/02,15:48:07.252,1,2012/12/02,15:48:07.252,174,26,315,49,237,425,CME,1
2012/12/02,16:36:06.419,1,2012/12/02,17:36:08.279,336,162,410,53,282,520,CME,1
2012/12/02,16:36:06.419,2,2012/12/02,20:48:07.849,0,42,500,139,249,710,CME,1
2012/12/04,00:48:06.499,3,2012/12/04,00:48:06.499,297,16,140,2,136,142,CME,1
2012/12/04,07:12:06.538,5,2012/12/04,11:48:06.451,96,78,284,107,136,486,CME,1
2012/12/05,00:36:06.531,2,2012/12/05,02:48:07.541,90,94,636,186,465,1179,CME,1
2012/12/05,01:36:22.590,1,2012/12/05,02:48:07.541,343,24,529,106,419,762,CME,1
2012/12/05,01:36:22.590,1,2012/12/05,02:48:07.541,167,24,665,320,301,1488,CME,1
2012/12/05,01:36:22.590,0,2012/12/05,02:48:07.541,7,8,437,34,400,492,CME,1
2012/12/05,01:48:07.982,1,2012/12/05,02:48:07.541,236,38,1157,296,431,1420,CME,1
2012/12/05,01:48:07.982,0,2012/12/05,02:48:07.541,274,10,715,308,300,1096,CME,1
2012/12/05,07:24:06.554,1,2012/12/05,08:48:08.297,107,12,271,109,134,440,CME,1
2012/12/05,12:12:06.459,5,2012/12/05,15:48:06.513,276,42,137,53,103,279,CME,1
2012/12/05,12:12:06.459,0,2012/12/05,14:48:06.454,292,10,215,29,209,270,CME,1
2012/12/05,18:48:06.991,2,2012/12/05,20:48:06.510,96,38,138,25,134,214,CME,1
2012/12/06,02:48:06.467,4,2012/12/06,06:24:06.521,244,78,307,89,136,466,CME,1
2012/12/06,09:36:06.790,2,2012/12/06,12:48:06.860,123,32,211,2,206,213,CME,1
2012/12/06,12:48:06.860,1,2012/12/06,12:48:06.860,86,14,1237,58,1197,1358,CME,1
2012/12/07,10:00:06.559,2,2012/12/07,12:48:06.545,298,170,612,121,301,856,CME,1
2012/12/07,11:36:06.394,1,2012/12/07,12:48:06.545,259,16,141,623,136,1420,CME,1
2012/12/07,12:24:06.862,1,2012/12/07,14:36:06.572,276,6,637,54,595,718,CME,1
2012/12/07,17:36:08.250,2,2012/12/07,19:24:07.276,335,36,419,14,413,456,CME,1
2012/12/07,21:36:06.687,3,2012/12/08,00:48:06.556,258,74,399,146,253,752,CME,1
2012/12/08,03:36:06.443,1,2012/12/08,05:00:06.486,342,6,392,48,307,434,CME,1
2012/12/08,17:24:06.581,1,2012/12/08,19:36:07.292,230,38,419,149,243,710,CME,1
2012/12/08,17:24:06.581,1,2012/12/08,20:24:07.362,237,16,610,73,500,718,CME,1
2012/12/09,22:24:08.704,1,2012/12/10,00:48:06.605,159,8,419,40,359,466,CME,1
2012/12/10,04:00:06.575,0,2012/12/10,04:12:06.567,259,16,1953,47,1893,2016,CME,1
2012/12/10,07:12:06.545,1,2012/12/10,09:12:11.764,0,6,140,1,138,141,CME,1
2012/12/10,10:00:06.531,2,2012/12/10,11:48:06.858,57,48,281,266,140,976,CME,1
2012/12/10,13:48:06.477,1,2012/12/10,15:24:06.395,120,30,224,60,117,310,CME,1
2012/12/10,15:24:06.395,1,2012/12/10,17:12:07.622,318,18,336,62,281,500,CME,1
2012/12/10,16:12:06.562,2,2012/12/10,19:24:06.531,65,152,336,85,140,512,CME,1
2012/12/11,05:48:06.609,1,2012/12/11,07:48:06.728,89,24,307,72,234,425,CME,1
2012/12/11,08:24:06.603,1,2012/12/11,10:48:06.405,46,10,672,32,612,710,CME,1
2012/12/11,11:48:06.764,1,2012/12/11,14:24:06.758,71,28,413,169,134,428,CME,1
2012/12/11,20:36:07.607,1,2012/12/11,20:48:06.598,96,6,401,53,315,462,CME,1
2012/12/12,09:12:10.794,2,2012/12/12,10:48:06.529,108,30,412,676,281,1953,CME,1
2012/12/12,11:12:07.614,0,2012/12/12,11:48:06.889,104,18,200,6,191,208,CME,1
2012/12/12,12:24:06.464,1,2012/12/12,12:48:08.648,90,14,193,521,136,1329,CME,1
2012/12/12,14:12:06.592,1,2012/12/12,14:24:07.483,81,16,140,0,138,140,CME,1
2012/12/12,15:36:06.434,1,2012/12/12,17:00:06.480,67,12,332,3,328,337,CME,1
2012/12/13,01:36:27.928,1,2012/12/13,01:36:27.928,255,20,187,35,134,211,CME,1
2012/12/13,07:24:06.492,2,2012/12/13,09:36:06.402,253,32,147,151,134,473,CME,1
2012/12/14,00:36:07.054,0,2012/12/14,02:24:07.881,75,16,553,118,361,711,CME,1
2012/12/14,01:36:06.914,6,2012/12/14,05:32:05.154,255,92,691,160,484,1045,CME,1
2012/12/14,04:08:18.411,6,2012/12/14,10:37:38.848,140,94,414,142,145,696,CME,1
2012/12/14,12:36:07.067,4,2012/12/14,14:12:06.902,13,48,141,59,122,288,CME,1
2012/12/14,12:48:06.859,1,2012/12/14,16:00:06.629,260,10,556,393,425,1225,CME,1
2012/12/14,13:36:27.526,4,2012/12/14,14:48:07.677,264,18,336,101,139,403,CME,1
2012/12/15,00:00:06.503,5,2012/12/15,04:24:06.524,88,70,525,81,408,644,CME,1
2012/12/15,03:12:10.073,0,2012/12/15,04:12:07.833,108,6,385,314,135,905,CME,1
2012/12/15,14:36:06.609,2,2012/12/15,17:24:06.596,102,18,409,373,135,1388,CME,1
2012/12/15,15:48:06.860,0,2012/12/15,16:24:08.836,167,16,280,140,138,425,CME,1
2012/12/16,14:12:06.550,1,2012/12/16,16:36:06.653,208,10,553,73,419,605,CME,1
2012/12/16,15:24:07.001,3,2012/12/16,16:36:06.653,299,32,139,1,137,142,CME,1
2012/12/16,20:00:07.115,2,2012/12/16,23:24:06.876,73,24,275,91,140,456,CME,1
2012/12/17,02:00:06.771,4,2012/12/17,04:36:06.564,279,36,137,1,135,140,CME,1
2012/12/17,02:24:10.054,2,2012/12/17,04:36:06.564,294,34,138,2,137,142,CME,1
2012/12/17,03:36:07.806,1,2012/12/17,03:36:07.806,156,10,312,27,299,364,CME,1
2012/12/17,08:00:06.527,0,2012/12/17,08:48:06.644,270,38,1024,597,136,1644,CME,1
2012/12/17,14:24:06.566,1,2012/12/17,16:36:07.877,288,26,364,92,212,525,CME,1
2012/12/17,17:24:07.044,6,2012/12/17,23:12:14.725,348,78,338,88,138,431,CME,1
2012/12/17,23:12:14.725,2,2012/12/18,00:48:07.560,211,16,710,158,422,976,CME,1
2012/12/18,08:24:06.551,2,2012/12/18,09:12:10.018,334,38,262,94,131,419,CME,1
2012/12/18,10:00:06.486,2,2012/12/18,12:36:07.380,81,32,408,257,138,976,CME,1
2012/12/18,10:00:06.486,1,2012/12/18,12:48:06.773,83,20,508,44,449,600,CME,1
2012/12/18,14:36:07.799,3,2012/12/18,15:36:06.558,282,14,139,1,137,142,CME,1
2012/12/18,17:24:07.385,1,2012/12/18,19:48:06.488,287,12,1179,530,341,1763,CME,1
2012/12/18,18:36:06.537,1,2012/12/18,19:12:07.812,340,14,138,3,131,144,CME,1
2012/12/18,20:00:06.580,1,2012/12/18,21:28:15.020,255,16,801,224,405,1136,CME,1
2012/12/19,01:36:27.752,1,2012/12/19,02:48:06.403,260,14,166,273,136,833,CME,1
2012/12/19,02:36:06.711,4,2012/12/19,02:48:06.403,25,28,137,0,136,139,CME,1
2012/12/19,18:36:06.462,0,2012/12/19,20:48:06.472,350,10,364,24,322,395,CME,1
2012/12/19,18:48:06.554,0,2012/12/19,18:48:06.554,289,8,137,1,136,140,CME,1
2012/12/20,04:48:06.748,2,2012/12/20,06:36:06.574,30,22,137,1,134,140,CME,1
2012/12/20,13:48:06.481,3,2012/12/20,17:12:06.543,84,174,279,44,204,390,CME,1
2012/12/20,14:00:07.373,0,2012/12/20,17:24:07.735,117,12,208,0,208,209,CME,1
2012/12/20,21:17:39.677,1,2012/12/20,23:48:06.475,12,26,277,74,199,466,CME,1
2012/12/20,22:24:06.532,2,2012/12/21,00:48:07.934,275,60,425,58,378,535,CME,1
2012/12/21,06:24:06.407,1,2012/12/21,08:48:29.609,288,10,218,162,170,504,CME,1
2012/12/21,09:24:24.785,3,2012/12/21,10:00:06.561,44,22,339,88,140,428,CME,1
2012/12/21,10:48:08.329,5,2012/12/21,15:36:06.533,136,74,260,69,134,408,CME,1
2012/12/21,12:24:07.763,2,2012/12/21,12:48:06.547,28,30,138,3,136,147,CME,1
2012/12/21,12:48:06.547,0,2012/12/21,16:24:07.301,118,14,140,0,140,141,CME,1
2012/12/21,22:24:06.747,1,2012/12/21,22:36:07.053,128,10,184,4,181,191,CME,1
2012/12/22,01:36:24.531,0,2012/12/22,03:12:09.766,165,8,425,97,398,624,CME,1
2012/12/22,03:24:06.458,1,2012/12/22,04:36:06.714,180,22,285,114,240,606,CME,1
2012/12/22,03:48:07.642,5,2012/12/22,04:48:08.901,52,54,209,40,140,306,CME,1
2012/12/22,08:00:08.071,0,2012/12/22,08:24:07.555,67,8,243,7,242,256,CME,1
2012/12/22,09:24:09.415,3,2012/12/22,12:24:07.093,110,46,392,90,206,508,CME,1
2012/12/22,19:36:07.000,1,2012/12/22,21:24:07.727,60,14,425,42,336,425,CME,1
2012/12/22,22:24:07.886,1,2012/12/22,22:24:07.886,16,6,232,46,192,299,CME,1
2012/12/23,07:24:06.720,1,2012/12/23,07:24:06.720,67,20,138,2,134,142,CME,1
2012/12/24,08:36:06.396,1,2012/12/24,08:48:06.588,8,6,138,2,136,142,CME,1
2012/12/24,16:36:07.537,2,2012/12/24,19:24:06.522,269,24,398,39,323,469,CME,1
2012/12/24,23:24:06.460,1,2012/12/25,00:36:06.412,263,8,1602,185,1275,1736,CME,1
2012/12/25,01:36:24.571,1,2012/12/25,04:12:07.766,77,36,281,91,133,477,CME,1
2012/12/25,01:48:06.563,0,2012/12/25,04:12:07.766,67,12,228,12,204,235,CME,1
2012/12/25,05:48:08.601,2,2012/12/25,08:48:06.479,317,56,243,111,135,425,CME,1
2012/12/25,07:36:06.528,2,2012/12/25,10:24:07.614,249,36,402,88,257,584,CME,1
2012/12/25,10:36:06.505,0,2012/12/25,10:48:06.798,108,6,143,41,137,225,CME,1
2012/12/25,11:12:06.481,4,2012/12/25,15:24:07.311,47,28,142,118,131,425,CME,1
2012/12/25,20:48:06.792,1,2012/12/25,22:36:07.718,132,10,285,269,138,832,CME,1
2012/12/27,21:48:03.002,3,2012/12/28,01:37:27.547,275,52,245,14,208,250,CME,1
2012/12/27,21:48:03.002,2,2012/12/28,01:37:27.547,342,22,244,3,241,251,CME,1
2012/12/27,21:48:03.002,1,2012/12/28,00:58:58.573,24,10,287,37,247,348,CME,1
2012/12/28,04:55:05.413,1,2012/12/28,07:01:23.727,101,16,366,150,308,699,CME,1
2012/12/28,11:27:53.747,1,2012/12/28,14:05:15.340,256,26,483,73,306,521,CME,1
2012/12/28,14:05:15.340,2,2012/12/28,14:05:15.340,107,32,182,27,131,231,CME,1
2012/12/28,22:26:57.227,4,2012/12/28,22:56:54.806,117,16,180,39,151,275,CME,1
2012/12/28,22:56:54.806,3,2012/12/28,22:56:54.806,87,8,347,17,322,363,CME,1
2012/12/29,01:56:39.884,3,2012/12/29,05:26:26.042,309,8,149,0,149,150,CME,1
2012/12/29,18:30:57.473,1,2012/12/29,19:36:07.228,257,12,332,57,292,434,CME,1
2012/12/30,01:36:07.886,2,2012/12/30,04:24:06.373,98,58,437,28,413,504,CME,1
2012/12/30,03:24:06.413,0,2012/12/30,04:24:06.373,109,8,1420,487,584,1838,CME,1
2012/12/30,06:36:06.383,2,2012/12/30,08:24:06.826,100,30,408,41,315,477,CME,1
2012/12/31,03:48:06.426,0,2012/12/31,03:48:06.426,107,12,473,102,294,516,CME,1
2012/12/31,04:00:06.418,3,2012/12/31,07:12:06.826,46,90,368,133,139,657,CME,1
2012/12/31,17:12:07.884,1,2012/12/31,19:12:06.403,59,24,231,102,177,422,CME,1
2013/01/01,00:12:06.800,1,2013/01/01,01:25:30.852,313,20,225,418,140,1136,CME,1
2013/01/01,00:24:06.393,0,2013/01/01,00:48:06.376,313,20,138,375,138,1179,CME,1
2013/01/01,01:36:07.244,2,2013/01/01,03:48:07.855,38,70,184,56,134,314,CME,1
2013/01/01,09:24:06.529,0,2013/01/01,10:12:06.396,60,6,400,722,277,1838,CME,1
2013/01/01,13:36:07.259,2,2013/01/01,13:36:07.259,309,12,139,0,138,140,CME,1
2013/01/02,07:48:06.522,3,2013/01/02,11:00:06.393,289,108,383,121,256,718,CME,1
2013/01/02,13:25:31.595,2,2013/01/02,15:36:08.207,151,8,529,797,431,1838,CME,1
2013/01/03,05:36:06.694,6,2013/01/03,05:48:06.486,337,64,142,222,134,822,CME,1
2013/01/03,21:57:43.631,0,2013/01/03,23:36:06.563,72,10,1246,262,1164,1717,CME,1
2013/01/03,22:25:10.812,1,2013/01/03,23:36:06.563,64,22,382,114,176,510,CME,1
2013/01/04,00:12:06.638,2,2013/01/04,03:24:06.507,52,30,256,51,179,361,CME,1
2013/01/04,10:00:06.539,2,2013/01/04,12:00:06.458,254,90,163,49,128,299,CME,1
2013/01/04,13:25:32.799,0,2013/01/04,17:00:06.455,262,6,141,192,138,525,CME,1
2013/01/04,13:36:07.292,3,2013/01/04,17:00:06.455,263,92,320,68,221,500,CME,1
2013/01/04,15:36:06.412,1,2013/01/04,17:48:06.422,224,10,431,136,353,637,CME,1
2013/01/04,15:48:06.503,1,2013/01/04,18:00:06.915,309,8,1335,216,1122,1644,CME,1
2013/01/04,16:24:06.379,1,2013/01/04,16:48:06.463,243,36,149,114,133,440,CME,1
2013/01/04,19:12:06.465,2,2013/01/04,22:00:06.852,297,20,141,142,137,416,CME,1
2013/01/05,04:48:06.875,1,2013/01/05,04:48:06.875,309,8,138,127,137,393,CME,1
2013/01/05,08:00:06.546,1,2013/01/05,10:48:06.532,227,20,250,79,208,383,CME,1
2013/01/05,09:24:06.589,1,2013/01/05,12:12:06.376,85,24,330,75,218,446,CME,1
2013/01/05,22:00:06.579,0,2013/01/06,00:36:06.474,168,26,714,101,525,844,CME,1
2013/01/05,22:24:06.463,1,2013/01/06,00:36:06.474,184,18,642,88,469,710,CME,1
2013/01/06,01:36:06.433,1,2013/01/06,03:36:06.552,270,14,428,48,339,443,CME,1
2013/01/06,04:48:06.604,4,2013/01/06,09:12:09.726,284,130,428,78,249,548,CME,1
2013/01/06,04:48:06.604,0,2013/01/06,08:48:06.542,221,8,735,572,686,1893,CME,1
2013/01/06,09:12:09.726,0,2013/01/06,10:12:06.485,310,6,393,305,231,946,CME,1
2013/01/06,17:12:07.401,0,2013/01/06,20:36:06.464,228,10,376,37,322,419,CME,1
2013/01/06,23:24:06.551,2,2013/01/07,02:12:06.523,26,58,272,87,124,403,CME,1
2013/01/07,04:12:07.757,1,2013/01/07,06:12:06.576,62,34,359,102,281,553,CME,1
2013/01/07,04:24:07.348,1,2013/01/07,06:12:06.576,110,26,532,109,346,664,CME,1
2013/01/07,11:36:06.557,4,2013/01/07,14:36:06.835,232,66,229,78,107,369,CME,1
2013/01/07,20:20:17.603,5,2013/01/07,21:34:18.852,258,26,1451,786,160,1804,CME,1
2013/01/08,22:49:02.569,1,2013/01/09,02:12:06.732,106,34,323,14,296,347,CME,1
2013/01/09,07:36:06.714,1,2013/01/09,10:36:06.693,239,16,317,8,303,325,CME,1
2013/01/09,07:36:06.714,0,2013/01/09,10:36:06.693,238,6,688,623,369,1838,CME,1
2013/01/09,16:12:06.471,2,2013/01/09,18:36:06.470,342,14,265,145,147,612,CME,1
2013/01/09,22:24:07.216,1,2013/01/10,00:48:06.419,98,6,213,78,136,306,CME,1
2013/01/10,01:36:06.386,2,2013/01/10,03:36:06.505,74,46,351,64,190,459,CME,1
2013/01/10,07:48:07.736,1,2013/01/10,10:24:06.530,66,22,369,54,288,473,CME,1
2013/01/10,08:00:06.727,0,2013/01/10,11:24:06.590,50,10,416,8,416,431,CME,1
2013/01/10,15:24:06.428,1,2013/01/10,17:24:06.447,65,20,419,19,400,462,CME,1
2013/01/11,00:36:06.455,3,2013/01/11,03:24:06.542,88,74,495,30,440,553,CME,1
2013/01/11,04:36:06.593,1,2013/01/11,05:12:06.569,71,12,320,328,140,992,CME,1
2013/01/11,06:13:13.328,0,2013/01/11,08:24:06.540,308,6,550,7,538,553,CME,1
2013/01/11,06:36:06.613,2,2013/01/11,08:24:06.540,54,42,523,109,357,753,CME,1
2013/01/11,07:48:06.464,1,2013/01/11,08:48:07.524,189,12,582,455,140,1224,CME,1
2013/01/11,09:12:09.708,2,2013/01/11,10:12:06.467,101,8,446,128,235,456,CME,1
2013/01/11,12:48:06.461,1,2013/01/11,14:48:06.380,45,8,961,640,431,1897,CME,1
2013/01/11,19:36:06.463,1,2013/01/11,19:48:08.255,95,8,137,0,136,138,CME,1
2013/01/11,20:48:08.714,1,2013/01/11,20:48:08.714,99,24,139,3,137,147,CME,1
2013/01/11,20:48:08.714,2,2013/01/11,20:48:08.714,60,46,138,2,133,142,CME,1
2013/01/11,23:12:14.217,2,2013/01/11,23:24:06.509,92,38,140,1,137,142,CME,1
